component_section_id	context_key	context_name	context_kind	is_root	is_recursive
sect_C.28.1	table_10.9.3-1	Content Creator Macro Attributes	table	N	N
sect_C.28.1	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.28.1	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.28.1	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.29.1.1	table_C.29.1.1-1	Generic Implant Template Description Module Attributes	table	Y	N
sect_C.29.1.1	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.29.1.1	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.29.1.1	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.29.1.1	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.29.1.2	table_C.29.1.2-1	Generic Implant Template 2D Drawings Module Attributes	table	Y	N
sect_C.29.1.2	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.29.1.2	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.29.1.2	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.29.1.3	table_C.29.1.3-1	Generic Implant Template 3D Models Module Attributes	table	Y	N
sect_C.29.1.4	table_C.29.1.4-1	Generic Implant Template Mating Features Module Attributes	table	Y	N
sect_C.29.1.5	table_C.29.1.5-1	Generic Implant Template Planning Landmarks Module Attributes	table	Y	N
sect_C.29.1.5	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.29.1.5	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.29.1.5	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.29.1.5	table_C.29.1.5-2	Planning Landmark Point Macro Attributes	table	N	N
sect_C.29.1.5	table_C.29.1.5-3	Planning Landmark Line Macro Attributes	table	N	N
sect_C.29.1.5	table_C.29.1.5-4	Planning Landmark Plane Macro Attributes	table	N	N
sect_C.29.2.1	table_C.29.2-1	Implant Assembly Template Module Attributes	table	Y	N
sect_C.29.2.1	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.29.2.1	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.29.2.1	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.29.2.1	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.29.3	table_C.29.3-1	Implant Template Group Module Attributes	table	Y	N
sect_C.29.3	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.29.3	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.29.3	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.29.3	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.3.2	table_C.3-2	Visit Identification Module Attributes	table	Y	N
sect_C.3.2	table_10-17	HL7v2 Hierarchic Designator Macro Attributes	table	N	N
sect_C.3.2	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.3.2	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.3.2	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.3.3	table_C.3-3	Visit Status Module Attributes	table	Y	N
sect_C.3.4	table_C.3-4	Visit Admission Module Attributes	table	Y	N
sect_C.3.4	table_10-1	Person Identification Macro Attributes	table	N	N
sect_C.3.4	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.3.4	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.3.4	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.30.1	table_C.30.1-1	Unified Procedure Step Progress Information Module Attributes	table	Y	N
sect_C.30.1	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.30.1	table_10-2	Content Item Macro Attributes	table	N	N
sect_C.30.1	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.30.1	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.30.1	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.30.2	table_C.30.2-1	Unified Procedure Step Scheduled Procedure Information Module Attributes	table	Y	N
sect_C.30.2	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.30.2	table_10-2	Content Item Macro Attributes	table	N	N
sect_C.30.2	table_10-3b	Referenced Instances and Access Macro Attributes	table	N	N
sect_C.30.2	table_10-3c	Storage Macro Attributes	table	N	N
sect_C.30.2	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.30.2	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.30.2	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.30.3	table_C.30.3-1	Unified Procedure Step Performed Procedure Information Module Attributes	table	Y	N
sect_C.30.3	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.30.3	table_10-2	Content Item Macro Attributes	table	N	N
sect_C.30.3	table_10-3b	Referenced Instances and Access Macro Attributes	table	N	N
sect_C.30.3	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.30.3	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.30.3	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.30.4	table_C.30.4-1	Unified Procedure Step Relationship Module Attributes	table	Y	N
sect_C.30.4	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.30.4	table_10-17	HL7v2 Hierarchic Designator Macro Attributes	table	N	N
sect_C.30.4	table_10-18	Issuer of Patient ID Macro Attributes	table	N	N
sect_C.30.4	table_10-3b	Referenced Instances and Access Macro Attributes	table	N	N
sect_C.30.4	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.30.4	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.30.4	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.31.1	table_C.31-1	RT General Machine Verification Module Attributes	table	Y	N
sect_C.31.1	table_10-1	Person Identification Macro Attributes	table	N	N
sect_C.31.1	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.31.1	table_10-17	HL7v2 Hierarchic Designator Macro Attributes	table	N	N
sect_C.31.1	table_10-18	Issuer of Patient ID Macro Attributes	table	N	N
sect_C.31.1	table_10-20	Selector Attribute Macro Attributes	table	N	N
sect_C.31.1	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.31.1	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.31.1	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.31.2	table_C.31-2	RT Conventional Machine Verification Module Attributes	table	Y	N
sect_C.31.3	table_C.31-3	RT Ion Machine Verification Module Attributes	table	Y	N
sect_C.32.1	table_C.32.1-1	Display System Module Attributes	table	Y	N
sect_C.32.1	table_10-1	Person Identification Macro Attributes	table	N	N
sect_C.32.1	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.32.1	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.32.1	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.32.2	table_C.32.2-1	Target Luminance Characteristics Module Attributes	table	Y	N
sect_C.32.3	table_C.32.3-1	QA Results Module Attributes	table	Y	N
sect_C.32.3	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.32.3	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.32.3	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.32.3	table_C.32.3.1-1	Display QA Result Context Macro Attributes	table	N	N
sect_C.32.3	table_C.32.3.2-1	Visual Evaluation Result Macro Attributes	table	N	N
sect_C.32.3	table_C.32.3.3-1	Luminance Uniformity Result Macro Attributes	table	N	N
sect_C.32.3	table_C.32.3.4-1	Luminance Result Macro Attributes	table	N	N
sect_C.33.1	table_C.33.1-1	Content Assessment Results Module Attributes	table	Y	N
sect_C.33.1	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.33.1	table_10-20	Selector Attribute Macro Attributes	table	N	N
sect_C.33.1	table_10-20a	Extended Selector Attribute Macro Attributes	table	N	N
sect_C.33.1	table_10.25-1	Attribute Value Constraint Macro Attributes	table	N	N
sect_C.33.1	table_10.26-1	Attribute Value Macro Attributes	table	N	N
sect_C.33.1	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.33.1	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.33.1	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.33.1	table_C.17-3b	Identified Person or Device Macro Attributes	table	N	N
sect_C.34.1	table_C.34.1-1	CT Protocol Series Module Attributes	table	Y	N
sect_C.34.10	table_C.34.10-1	Performed CT Acquisition Module Attributes	table	Y	N
sect_C.34.10	table_10.27-1	Reference Location Macro Attributes	table	N	N
sect_C.34.10	table_10.28-1	Protocol Element Identification Macro Attributes	table	N	N
sect_C.34.10	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.34.10	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.34.10	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.34.11	table_C.34.11-1	General Defined Reconstruction Module Attributes	table	Y	N
sect_C.34.11	table_10-20	Selector Attribute Macro Attributes	table	N	N
sect_C.34.11	table_10-20a	Extended Selector Attribute Macro Attributes	table	N	N
sect_C.34.11	table_10.25-1	Attribute Value Constraint Macro Attributes	table	N	N
sect_C.34.11	table_10.26-1	Attribute Value Macro Attributes	table	N	N
sect_C.34.11	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.34.11	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.34.11	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.34.12	table_C.34.12-1	Performed CT Reconstruction Module Attributes	table	Y	N
sect_C.34.12	table_10-19	Algorithm Identification Macro Attributes	table	N	N
sect_C.34.12	table_10.27-1	Reference Location Macro Attributes	table	N	N
sect_C.34.12	table_10.28-1	Protocol Element Identification Macro Attributes	table	N	N
sect_C.34.12	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.34.12	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.34.12	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.34.13	table_C.34.13-1	Defined Storage Module Attributes	table	Y	N
sect_C.34.13	table_10-20	Selector Attribute Macro Attributes	table	N	N
sect_C.34.13	table_10-20a	Extended Selector Attribute Macro Attributes	table	N	N
sect_C.34.13	table_10.25-1	Attribute Value Constraint Macro Attributes	table	N	N
sect_C.34.13	table_10.26-1	Attribute Value Macro Attributes	table	N	N
sect_C.34.13	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.34.13	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.34.13	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.34.14	table_C.34.14-1	Performed Storage Module Attributes	table	Y	N
sect_C.34.14	table_10-3c	Storage Macro Attributes	table	N	N
sect_C.34.14	table_10.28-1	Protocol Element Identification Macro Attributes	table	N	N
sect_C.34.15	table_C.34.15-1	Protocol Approval Module Attributes	table	Y	N
sect_C.34.15	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.34.15	table_10.30-1	Assertion Macro Attributes	table	N	N
sect_C.34.15	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.34.15	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.34.15	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.34.15	table_C.17-3b	Identified Person or Device Macro Attributes	table	N	N
sect_C.34.16	table_C.34.16-1	XA Protocol Series Module Attributes	table	Y	N
sect_C.34.17	table_C.34.17-1	Performed XA Acquisition Module Attributes	table	Y	N
sect_C.34.17	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.34.17	table_10.28-1	Protocol Element Identification Macro Attributes	table	N	N
sect_C.34.17	table_10.41-1	General Procedure Protocol Reference Macro Attributes	table	N	N
sect_C.34.17	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.34.17	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.34.17	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.34.18	table_C.34.18-1	Performed XA Reconstruction Module Attributes	table	Y	N
sect_C.34.18	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.34.18	table_10.28-1	Protocol Element Identification Macro Attributes	table	N	N
sect_C.34.18	table_10.41-1	General Procedure Protocol Reference Macro Attributes	table	N	N
sect_C.34.18	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.34.18	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.34.18	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.34.2	table_C.34.2-1	Protocol Context Module Attributes	table	Y	N
sect_C.34.2	table_10-1	Person Identification Macro Attributes	table	N	N
sect_C.34.2	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.34.2	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.34.2	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.34.2	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.34.3	table_C.34.3-1	Patient Protocol Context Module Attributes	table	Y	N
sect_C.34.3	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.34.4	table_C.34.4-1	Clinical Trial Context Module Attributes	table	Y	N
sect_C.34.5	table_C.34.5-1	Patient Specification Module Attributes	table	Y	N
sect_C.34.5	table_10-20	Selector Attribute Macro Attributes	table	N	N
sect_C.34.5	table_10-20a	Extended Selector Attribute Macro Attributes	table	N	N
sect_C.34.5	table_10.25-1	Attribute Value Constraint Macro Attributes	table	N	N
sect_C.34.5	table_10.26-1	Attribute Value Macro Attributes	table	N	N
sect_C.34.5	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.34.5	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.34.5	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.34.6	table_C.34.6-1	Equipment Specification Module Attributes	table	Y	N
sect_C.34.7	table_C.34.7-1	Instructions Module Attributes	table	Y	N
sect_C.34.8	table_C.34.8-1	Patient Positioning Module Attributes	table	Y	N
sect_C.34.8	table_10.27-1	Reference Location Macro Attributes	table	N	N
sect_C.34.8	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.34.8	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.34.8	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.34.9	table_C.34.9-1	General Defined Acquisition Module Attributes	table	Y	N
sect_C.34.9	table_10-20	Selector Attribute Macro Attributes	table	N	N
sect_C.34.9	table_10-20a	Extended Selector Attribute Macro Attributes	table	N	N
sect_C.34.9	table_10.25-1	Attribute Value Constraint Macro Attributes	table	N	N
sect_C.34.9	table_10.26-1	Attribute Value Macro Attributes	table	N	N
sect_C.34.9	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.34.9	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.34.9	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.35.1	table_C.35.1-1	Manufacturing 3D Model Module Attributes	table	Y	N
sect_C.35.1	table_10-19	Algorithm Identification Macro Attributes	table	N	N
sect_C.35.1	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.35.1	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.35.1	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.35.1	table_C.7-11b	Image Pixel Macro Attributes	table	N	N
sect_C.35.1	table_C.7-11c	Image Pixel Description Macro Attributes	table	N	N
sect_C.36.10	table_C.36.10-1	RT Radiation Set Module Attributes	table	Y	N
sect_C.36.10	table_10-1	Person Identification Macro Attributes	table	N	N
sect_C.36.10	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.36.10	table_10.9.1-1	Enhanced Content Identification Macro Attributes	table	N	N
sect_C.36.10	table_10.9.3-1	Content Creator Macro Attributes	table	N	N
sect_C.36.10	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.36.10	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.36.10	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.36.10	table_C.36.2.1.1-1	Radiation Fraction Pattern Macro Attributes	table	N	N
sect_C.36.11	table_C.36.11-1	RT Dose Contribution Module Attributes	table	Y	N
sect_C.36.11	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.36.11	table_10-19	Algorithm Identification Macro Attributes	table	N	N
sect_C.36.11	table_10.33-1	Conceptual Volume Macro Attributes	table	N	N
sect_C.36.11	table_10.34-1	Conceptual Volume Segmentation Reference And Combination Macro Attributes	table	N	N
sect_C.36.11	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.36.11	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.36.11	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.36.11	table_C.36.2.1.5-1	Radiobiological Dose Effect Description Macro Attributes	table	N	N
sect_C.36.12	table_C.36.12-1	RT Delivery Device Common Module Attributes	table	Y	N
sect_C.36.12	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.36.12	table_10-19	Algorithm Identification Macro Attributes	table	N	N
sect_C.36.12	table_10.29-1	UDI Macro Attributes	table	N	N
sect_C.36.12	table_10.33-1	Conceptual Volume Macro Attributes	table	N	N
sect_C.36.12	table_10.34-1	Conceptual Volume Segmentation Reference And Combination Macro Attributes	table	N	N
sect_C.36.12	table_10.35-1	Device Model Macro Attributes	table	N	N
sect_C.36.12	table_10.36-1	Device Identification Macro Attributes	table	N	N
sect_C.36.12	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.36.12	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.36.12	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.36.12	table_C.36.2.2.1-1	Treatment Device Identification Macro Attributes	table	N	N
sect_C.36.12	table_C.36.2.2.2-1	RT Patient Support Devices Macro Attributes	table	N	N
sect_C.36.13	table_C.36.13-1	RT Radiation Common Module Attributes	table	Y	N
sect_C.36.13	table_10-1	Person Identification Macro Attributes	table	N	N
sect_C.36.13	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.36.13	table_10-15a	Patient Orientation and Equipment Relationship Macro Attributes	table	N	N
sect_C.36.13	table_10-2	Content Item Macro Attributes	table	N	N
sect_C.36.13	table_10-20	Selector Attribute Macro Attributes	table	N	N
sect_C.36.13	table_10.39-1	Patient to Equipment Relationship Macro Attributes	table	N	N
sect_C.36.13	table_10.40-1	Patient Support Position Macro Attributes	table	N	N
sect_C.36.13	table_10.9.1-1	Enhanced Content Identification Macro Attributes	table	N	N
sect_C.36.13	table_10.9.3-1	Content Creator Macro Attributes	table	N	N
sect_C.36.13	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.36.13	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.36.13	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.36.13	table_C.36.2.1.6-1	RT Radiation Common Base Macro Attributes	table	N	N
sect_C.36.13	table_C.36.2.2.17-1	RT Tolerance Set Macro Attributes	table	N	N
sect_C.36.13	table_C.36.2.2.4-1	RT Treatment Position Macro Attributes	table	N	N
sect_C.36.14	table_C.36.14-1	C-Arm Photon-Electron Delivery Device Module Attributes	table	Y	N
sect_C.36.14	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.36.14	table_10-19	Algorithm Identification Macro Attributes	table	N	N
sect_C.36.14	table_10-2	Content Item Macro Attributes	table	N	N
sect_C.36.14	table_10.29-1	UDI Macro Attributes	table	N	N
sect_C.36.14	table_10.33-1	Conceptual Volume Macro Attributes	table	N	N
sect_C.36.14	table_10.34-1	Conceptual Volume Segmentation Reference And Combination Macro Attributes	table	N	N
sect_C.36.14	table_10.35-1	Device Model Macro Attributes	table	N	N
sect_C.36.14	table_10.36-1	Device Identification Macro Attributes	table	N	N
sect_C.36.14	table_10.38-1	Outline Definition Macro Attributes	table	N	N
sect_C.36.14	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.36.14	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.36.14	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.36.14	table_C.36.2.2.10-1	Wedges Definition Macro Attributes	table	N	N
sect_C.36.14	table_C.36.2.2.12-1	Compensators Definition Macro Attributes	table	N	N
sect_C.36.14	table_C.36.2.2.13-1	Blocks Definition Macro Attributes	table	N	N
sect_C.36.14	table_C.36.2.2.14-1	RT Accessory Holders Definition Macro Attributes	table	N	N
sect_C.36.14	table_C.36.2.2.15-1	General Accessories Definition Macro Attributes	table	N	N
sect_C.36.14	table_C.36.2.2.16-1	Boluses Definition Macro Attributes	table	N	N
sect_C.36.14	table_C.36.2.2.19-1	RT Beam Limiting Device Definition Macro Attributes	table	N	N
sect_C.36.14	table_C.36.2.2.3-1	RT Accessory Device Identification Macro Attributes	table	N	N
sect_C.36.14	table_C.36.2.2.7-1	Radiation Generation Mode Macro Attributes	table	N	N
sect_C.36.14	table_C.36.2.2.8-1	RT Beam Limiting Devices Definition Macro Attributes	table	N	N
sect_C.36.15	table_C.36.15-1	C-Arm Photon-Electron Beam Module Attributes	table	Y	N
sect_C.36.15	table_10.38-1	Outline Definition Macro Attributes	table	N	N
sect_C.36.15	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.36.15	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.36.15	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.36.15	table_C.36.2.2.11-1	Wedge Positions Macro Attributes	table	N	N
sect_C.36.15	table_C.36.2.2.20-1	RT Beam Limiting Device Opening Definition Macro Attributes	table	N	N
sect_C.36.15	table_C.36.2.2.5-1	RT Control Point General Macro Attributes	table	N	N
sect_C.36.15	table_C.36.2.2.6-1	External Beam Control Point General Macro Attributes	table	N	N
sect_C.36.15	table_C.36.2.2.9-1	RT Beam Limiting Device Opening Macro Attributes	table	N	N
sect_C.36.16	table_C.36.16-1	Tomotherapeutic Delivery Device Module Attributes	table	Y	N
sect_C.36.16	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.36.16	table_10-2	Content Item Macro Attributes	table	N	N
sect_C.36.16	table_10.29-1	UDI Macro Attributes	table	N	N
sect_C.36.16	table_10.35-1	Device Model Macro Attributes	table	N	N
sect_C.36.16	table_10.36-1	Device Identification Macro Attributes	table	N	N
sect_C.36.16	table_10.38-1	Outline Definition Macro Attributes	table	N	N
sect_C.36.16	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.36.16	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.36.16	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.36.16	table_C.36.2.2.19-1	RT Beam Limiting Device Definition Macro Attributes	table	N	N
sect_C.36.16	table_C.36.2.2.3-1	RT Accessory Device Identification Macro Attributes	table	N	N
sect_C.36.16	table_C.36.2.2.7-1	Radiation Generation Mode Macro Attributes	table	N	N
sect_C.36.16	table_C.36.2.2.8-1	RT Beam Limiting Devices Definition Macro Attributes	table	N	N
sect_C.36.17	table_C.36.17-1	Tomotherapeutic Beam Module Attributes	table	Y	N
sect_C.36.17	table_10.38-1	Outline Definition Macro Attributes	table	N	N
sect_C.36.17	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.36.17	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.36.17	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.36.17	table_C.36.2.2.20-1	RT Beam Limiting Device Opening Definition Macro Attributes	table	N	N
sect_C.36.17	table_C.36.2.2.5-1	RT Control Point General Macro Attributes	table	N	N
sect_C.36.17	table_C.36.2.2.6-1	External Beam Control Point General Macro Attributes	table	N	N
sect_C.36.17	table_C.36.2.2.9-1	RT Beam Limiting Device Opening Macro Attributes	table	N	N
sect_C.36.18	table_C.36.18-1	Robotic-Arm Delivery Device Module Attributes	table	Y	N
sect_C.36.18	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.36.18	table_10-2	Content Item Macro Attributes	table	N	N
sect_C.36.18	table_10.29-1	UDI Macro Attributes	table	N	N
sect_C.36.18	table_10.35-1	Device Model Macro Attributes	table	N	N
sect_C.36.18	table_10.36-1	Device Identification Macro Attributes	table	N	N
sect_C.36.18	table_10.38-1	Outline Definition Macro Attributes	table	N	N
sect_C.36.18	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.36.18	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.36.18	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.36.18	table_C.36.2.2.14-1	RT Accessory Holders Definition Macro Attributes	table	N	N
sect_C.36.18	table_C.36.2.2.19-1	RT Beam Limiting Device Definition Macro Attributes	table	N	N
sect_C.36.18	table_C.36.2.2.3-1	RT Accessory Device Identification Macro Attributes	table	N	N
sect_C.36.18	table_C.36.2.2.7-1	Radiation Generation Mode Macro Attributes	table	N	N
sect_C.36.18	table_C.36.2.2.8-1	RT Beam Limiting Devices Definition Macro Attributes	table	N	N
sect_C.36.19	table_C.36.19-1	Robotic-Arm Path Module Attributes	table	Y	N
sect_C.36.19	table_10.38-1	Outline Definition Macro Attributes	table	N	N
sect_C.36.19	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.36.19	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.36.19	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
sect_C.36.19	table_C.36.2.2.20-1	RT Beam Limiting Device Opening Definition Macro Attributes	table	N	N
sect_C.36.19	table_C.36.2.2.5-1	RT Control Point General Macro Attributes	table	N	N
sect_C.36.19	table_C.36.2.2.6-1	External Beam Control Point General Macro Attributes	table	N	N
sect_C.36.19	table_C.36.2.2.9-1	RT Beam Limiting Device Opening Macro Attributes	table	N	N
sect_C.36.2.2.21	table_C.36.2.2.21-1	RT Beam Limiting Device Opening Sequence Macro Attributes	table	Y	N
sect_C.36.2.2.21	table_10.38-1	Outline Definition Macro Attributes	table	N	N
sect_C.36.2.2.21	table_C.36.2.2.20-1	RT Beam Limiting Device Opening Definition Macro Attributes	table	N	N
sect_C.36.2.4.10	table_C.36.2.4.10-1	RT Image Frame Radiation Acquisition Parameters Macro Attributes	table	Y	N
sect_C.36.2.4.10	table_10-11	SOP Instance Reference Macro Attributes	table	N	N
sect_C.36.2.4.10	table_10-2	Content Item Macro Attributes	table	N	N
sect_C.36.2.4.10	table_10.29-1	UDI Macro Attributes	table	N	N
sect_C.36.2.4.10	table_10.36-1	Device Identification Macro Attributes	table	N	N
sect_C.36.2.4.10	table_8.8-1	Code Sequence Macro Attributes	table	N	N
sect_C.36.2.4.10	table_8.8-1a	Basic Code Sequence Macro Attributes	table	N	N
sect_C.36.2.4.10	table_8.8-1b	Enhanced Code Sequence Macro Attributes	table	N	N
